,subject,nll,bic,model,w_p,eta,phi,beta
6,6,181.35573771883526,384.3758770464882,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.5086555450430902,1.0,0.003594965505103124,0.9552471156223508
