,subject,nll,bic,model,w_p,eta,phi,beta
33,33,175.98317525954099,373.63075212789965,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.6146512131115793,1.0,0.037559504981880994,1.9227372921456052
