,subject,nll,bic,model,w_p,eta,phi,beta
11,11,162.15569717037044,345.9757959495586,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.7765218990976328,1.0,0.03433029280377805,1.9232925468663962
