,subject,nll,bic,model,w_p,eta,theta,phi,beta
13,13,159.7064618081711,346.4934256273643,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-free,0.5645889963567481,0.6589758351924583,0.5704529732524543,0.0,1.5260462419064893
