,subject,nll,bic,model,w_p,eta,theta,phi,beta
41,41,187.0725872576881,401.2256765263983,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-free,0.641066971965001,0.32114103511408604,0.0,0.0,1.8595811475838824
