,subject,nll,bic,model,w_p,eta,theta,phi,beta
6,6,177.93112949725852,382.9427610055391,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-free,0.5006882043987972,1.0,0.8066612310778407,0.0,1.0253016499953094
