,subject,nll,bic,model,w_p,eta,theta,phi,beta
0,0,205.9109300774453,438.9023621659127,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-free,0.5861801418115027,1.0,0.0,0.0,0.5416094641325374
