,subject,nll,bic,model,w_p,eta,theta,phi,beta
7,7,160.02611569630983,347.13273340364174,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-free,0.4941712130611179,0.7994814673559183,0.6878651246089837,0.0,2.184534602947299
