,subject,nll,bic,model,w_p,eta,theta,phi,beta
15,15,180.5069979070883,388.0944978251987,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.8574491829506874,1.0,0.4764978928053186,0.0,1.2464870069432283
