,subject,nll,bic,model,w_p,eta,theta,phi,beta
43,43,184.30055102472147,395.681604060465,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.3322898854131292,1.0,0.0,0.0,0.9253958564641509
