,subject,nll,bic,model,w_p,eta,theta,phi,beta
1,1,144.7834361105286,316.6473742320793,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.7178154949632687,1.0,0.451261727707239,0.0,1.2935741498994728
