,subject,nll,bic,model,w_p,eta,theta,phi,beta
10,10,166.43260833405594,359.94571867913396,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.9598781278057303,1.0,0.584645197797434,0.0,1.8177965965959475
