,subject,nll,bic,model,w_p,eta,theta,phi,beta
39,39,170.52841616253392,368.1373343360899,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.39974479567286286,0.6764384596881841,0.7657794871789813,0.0,2.5520514343135488
