,subject,nll,bic,model,alpha,gamma,phi,beta
30,30,131.09773383634248,283.85986928150265,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-free,0.3143272164410382,1.0,0.0,0.4323295489445465
