,subject,nll,bic,model,alpha,gamma,phi,beta
18,18,136.53318813881037,294.73077788643843,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-free,0.4108226543422851,0.6495460226290662,0.0,0.4781478398933594
