,subject,nll,bic,model,alpha,gamma,phi,beta
37,37,158.42240665882767,338.509214926473,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-free,0.35782956366943164,0.3611461204204301,0.0,0.8098700435605501
