,subject,nll,bic,model,alpha,gamma,phi,beta
26,26,194.03565176211367,409.73570513304503,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-free,0.27784851915797987,0.44491127949879616,0.0,0.33142148901608237
