,subject,nll,bic,model,alpha,gamma,phi,beta
9,9,171.30700783736873,364.27841728355514,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-free,0.26491659622839003,1.0,0.0,0.46043003107766917
