,subject,nll,bic,model,alpha,gamma,phi,beta
16,16,152.5947731202155,326.8539478492487,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-free,0.7179413109629564,0.6832548590037573,0.0,0.10907787787494112
