,subject,nll,bic,model,w_p,theta,phi,beta
23,23,148.0813514606352,317.8271045300881,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.4135708706250188,0.5533730935051364,0.0,1.411366965548007
