,subject,nll,bic,model,w_p,theta,phi,beta
17,17,148.47317610142565,318.610753811669,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.6874278412286913,0.5691700454940973,0.0,1.9086455553638526
