,subject,nll,bic,model,w_p,theta,phi,beta
37,37,182.01614661101203,385.69669483084175,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.6320658206856515,0.5478942161753502,0.0,0.6641508540482018
