,subject,nll,bic,model,w_p,theta,phi,beta
34,34,190.942432360606,403.5492663300297,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.5937458725472639,0.5812224083382681,0.0,0.7094469923505408
