,subject,nll,bic,model,w_p,theta,phi,beta
8,8,165.2735144606284,352.2114305300745,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.8808786856465327,0.7435850583531319,0.0,1.3222338069544401
