,subject,nll,bic,model,w_p,theta,beta
1,1,144.78343611053288,305.815173427679,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.7178153257285904,0.45126197563452136,1.9403582826795984
