,subject,nll,bic,model,w_p,theta,beta
9,9,109.32210788493282,234.8925169764789,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.821722770348791,0.5873833984125407,4.282457667299648
