,subject,nll,bic,model,w_p,theta,beta
35,35,183.4798681396494,383.20803748591203,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.7964477890862431,0.719625960664045,1.7238338908293644
