,subject,nll,bic,model,w_p,theta,beta
43,43,184.3005510247305,384.84940325607425,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.33229022418304593,0.0,1.3880937466080352
