,subject,nll,bic,model,w_p,theta,beta
7,7,160.28459689799067,336.81749500259457,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.4950350705883714,0.6887724825305562,1.9683852058747
