,subject,nll,bic,model,w_p,theta,beta
26,26,187.10628686011503,390.4608749268433,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.7164116259419953,0.5140485123389208,1.0029364282372288
