,subject,nll,bic,model,w_p,theta,beta
36,36,136.0733554221182,288.39501205084963,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.8855572697573143,0.6528017171652526,3.408332226607633
