,subject,nll,bic,model,w_p,theta,beta
41,41,188.22645734396656,392.70121589454635,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.6354885043064251,0.0531773222544794,1.2654216290014537
