,subject,nll,bic,model,w_p,theta,beta
38,38,174.48337309976625,365.21504740614574,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.5289528350374262,0.5973454825077673,2.1296940474549966
