,subject,nll,bic,model,w_p,theta,beta
15,15,180.5069979061389,377.26229701889105,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.8574487741973427,0.47649993087453446,1.869742103935128
