,subject,nll,bic,model,w_p,theta,beta
0,0,205.9109300774458,428.07016136150486,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.5861800920467068,0.0,0.5416095048584729
