,subject,nll,bic,model,w_p,theta,beta
11,11,150.24274270342502,316.7337866134633,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.7726160023540656,0.5308941116037696,2.548240108877906
