,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
38,38,201.51388939567062,435.52438120456776,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.4735103071781097,0.9243595203214097,0.8247535289708627,5.764950161614312e-06,49.43022259603906,9.217945310827357
