,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
31,31,242.81724072492005,518.1310838630666,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.20399447669360082,0.0,0.05711305045184003,0.5074339546864972,45.85470770523318,0.08388507227229199
