,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
39,39,171.12274957154185,374.7421015563102,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.05471164665377078,0.5277718011948662,0.5059121659965601,0.0002422180435868289,43.95168975601359,9.936417059403443
