,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
24,24,163.25756797207669,359.0117383573799,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.8033720946669778,1.0,0.843049493858754,4.89253786151167e-07,29.490900594016466,9.860384496634625
