,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
18,18,114.00134640406945,271.33149602577424,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.403500728459838,0.6564324975049204,1.0,0.5362300670713517,0.00012082584849330541,38.36994845220858,0.19003069761066266,4.345504579556369
