,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
21,21,144.36289904463985,332.05460130691506,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.42591735305971756,0.4226239363836829,0.8305972775645621,0.2815364547742473,0.0008415728529279128,29.91891124096372,0.01573931255489446,5.296473859235458
