,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
14,14,159.59619789385644,362.52119900534825,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.4317752558742114,0.4122698813952986,0.5913340174116469,0.17801995045906896,2.052790691174549e-05,4.208571618523986,0.7854964200181163,5.59466165704607
