,subject,nll,bic,model,w_p,lam,phi,beta
36,36,109.92460004269594,241.51360169420957,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-free,0.8890175532470657,0.934168292682775,0.0,3.7703762822943054
