,subject,nll,bic,model,w_p,lam,phi,beta
2,2,113.73596090890737,249.13632342663243,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-free,1.0,0.7513538766150399,0.05927685263207695,2.995803783863563
