,subject,nll,bic,model,w_p,lam,phi,beta
15,15,147.46004900993313,316.58449962868394,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-free,0.8233796018292987,0.4409286431381215,0.10984023699875495,4.048222761740478
