,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
24,24,131.15935062595662,305.6475044695486,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.2595071278294397,1.0,1.0,0.0,0.0008872552003718128,16.24486370482783,0.5169398353824526,10.0
