,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
35,35,144.31342957407156,331.9556623657785,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.2408463674645295,1.0,0.8510491965061997,0.011026436716408614,0.0025381192446816323,36.46651176281488,0.8889473455937131,6.180752910707015
