,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
1,1,142.46903687512764,328.26687696789065,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.3806944604366013,0.995894327891063,0.9994181533358785,0.08828161746647542,0.0010866295616086279,38.33437505247109,0.0024014942737283908,3.4100799388230967
