,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
12,12,155.50475468114425,354.33831257992387,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.2786290015071692,1.0,0.9870761731777011,0.0,0.00035094775403230404,11.743579906444037,0.5937522107219678,9.053993054034452
