,subject,nll,bic,model,w_p,theta,lam,phi,beta
13,13,93.87156058151308,214.82362317404827,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.7337488432803035,0.38957397640986996,0.8608061067686318,0.0,1.9958044695420423
