,subject,nll,bic,model,w_p,theta,lam,phi,beta
35,35,169.58665630500167,366.2538146210254,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.8112911573897481,0.9020988780743386,0.9687852336160646,0.0,1.9417355047430418
