,subject,nll,bic,model,alpha,gamma,lam,beta
11,11,155.93318881947548,333.53077924776863,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-none,0.2827817296566388,1.0,0.27467385213533274,7.7955103049405565
