,subject,nll,bic,model,alpha,gamma,lam,beta
4,4,213.1255725698742,447.9155467485661,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-none,0.39358897111164837,1.0,0.01972899280859374,2.9667729580372986
