,subject,nll,bic,model,alpha,gamma,lam,beta
33,33,181.07348553892808,383.81137268667385,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-none,0.5035481764555659,0.6602828984992215,0.36086388488715854,5.863700404832491
