,subject,nll,bic,model,alpha,gamma,lam,beta
15,15,197.49667718238317,416.657755973584,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-none,0.2453358216869362,1.0,0.04611613722029869,8.10888420070467
