,subject,nll,bic,model,alpha,gamma,lam,beta
2,2,123.06900466753781,267.8024109438933,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-none,0.1462887201246139,1.0,0.6832770232767705,9.456201652750405
