,subject,nll,bic,model,alpha,gamma,lam,beta
9,9,162.46326419830024,346.59093000541816,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-none,0.26219361989247575,1.0,0.28560805674123196,10.0
