,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
19,19,140.5523161270395,313.6012346673055,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-free,0.547396633797946,1.0,0.4094138949489076,0.046930821498117246,0.8304443673879075,3.3370508556902485
