,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
0,0,105.79170724916202,244.08001691155056,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-free,0.6470644209364902,0.9939533959382059,0.1965173894580518,0.3324869631054981,0.22043906999782398,5.373942850865074
