,subject,nll,bic,model,w_p,lam,phi,beta
38,38,186.01617450335837,393.6967506155344,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.519178418537293,0.584846911479209,0.2728187209481811,7.945148021831256
