,subject,nll,bic,model,w_p,lam,phi,beta
37,37,206.34502268967572,434.3544469881691,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.6255486632101526,0.20701359715203502,0.0,10.0
