,subject,nll,bic,model,w_p,phi,wd,beta
11,11,223.1483282241593,467.96105805713626,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.9306499146218143,8.848612922459731e-05,29.492982263033134,0.23370712594147414
