,subject,nll,bic,model,w_p,phi,wd,beta
19,19,232.6837392729124,487.03188015464247,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.04671105786081468,0.0005650130371941958,33.01491596125977,0.0683131946147646
